n,city,country,status,building,landmark,moved_m,area_m2,old_lat,old_lon,new_lat,new_lon,osm,map
370,Dehiwala,Sri Lanka,snapped,Dehiwala Jummah Masjid (building),,293,1460,6.8667,79.8667,6.864181,79.865942,https://www.openstreetmap.org/way/609212779,"https://www.google.com/maps/@6.864181,79.865942,200m/data=!3m1!1e3"
371,Dhaka,Bangladesh,kept,Babuly Rose Villa (apartments),,0,616,23.7167,90.4167,23.7167,90.4167,https://www.openstreetmap.org/way/441227069,"https://www.google.com/maps/@23.7167,90.4167,200m/data=!3m1!1e3"
372,Faisalabad,Pakistan,snapped,"unnamed building, 4,756 m²",,390,4756,31.4185,73.0791,31.415984,73.081960,https://www.openstreetmap.org/way/1385756073,"https://www.google.com/maps/@31.415984,73.081960,200m/data=!3m1!1e3"
373,Galle,Sri Lanka,kept,"unnamed transportation, 2,439 m²",,0,2439,6.0330,80.2155,6.0330,80.2155,https://www.openstreetmap.org/way/137308920,"https://www.google.com/maps/@6.0330,80.2155,200m/data=!3m1!1e3"
374,Gujranwala,Pakistan,snapped,PTCL Exchange (commercial),,222,1532,32.1600,74.1880,32.161995,74.188033,https://www.openstreetmap.org/way/287517984,"https://www.google.com/maps/@32.161995,74.188033,200m/data=!3m1!1e3"
375,Haifa,Israel,kept,"unnamed building, 330 m²",,0,330,32.8167,34.9833,32.8167,34.9833,https://www.openstreetmap.org/way/179243044,"https://www.google.com/maps/@32.8167,34.9833,200m/data=!3m1!1e3"
376,Haiphong,Vietnam,snapped,Tòa án nhân dân khu vực 5 - Hải Phòng (courthouse),yes,377,5433,20.8333,106.6833,20.831021,106.680618,https://www.openstreetmap.org/way/1189415115,"https://www.google.com/maps/@20.831021,106.680618,200m/data=!3m1!1e3"
377,Hanoi,Vietnam,snapped,Nhà hát Hồng Hà (theatre),yes,348,838,21.0333,105.85,21.031524,105.847248,https://www.openstreetmap.org/way/700853373,"https://www.google.com/maps/@21.031524,105.847248,200m/data=!3m1!1e3"
378,Ho Chi Minh City,Vietnam,snapped,Chung Cư Felisa Riverside (apartments),,97,3159,10.75,106.6667,10.749351,106.666103,https://www.openstreetmap.org/way/1389992942,"https://www.google.com/maps/@10.749351,106.666103,200m/data=!3m1!1e3"
379,Holon,Israel,snapped,בית הכנסת (place of worship),yes,203,474,32.0333,34.7833,32.031480,34.783174,https://www.openstreetmap.org/way/663504618,"https://www.google.com/maps/@32.031480,34.783174,200m/data=!3m1!1e3"
380,Hyderabad,Pakistan,handpicked,,,0,,25.3920,68.3740,25.3920,68.3740,,"https://www.google.com/maps/@25.3920,68.3740,200m/data=!3m1!1e3"
381,Irbid,Jordan,snapped,"unnamed building, 1,987 m²",,154,1987,32.55,35.85,32.551302,35.850541,https://www.openstreetmap.org/way/1338613552,"https://www.google.com/maps/@32.551302,35.850541,200m/data=!3m1!1e3"
382,Islamabad,Pakistan,snapped,"unnamed place of worship, 1,034 m²",yes,270,1034,33.7110,73.0600,33.708861,73.058616,https://www.openstreetmap.org/way/1425522904,"https://www.google.com/maps/@33.708861,73.058616,200m/data=!3m1!1e3"
383,Jaffna,Sri Lanka,snapped,"unnamed building, 2,839 m²",,215,2839,9.6667,80.0167,9.665710,80.015023,https://www.openstreetmap.org/way/571493796,"https://www.google.com/maps/@9.665710,80.015023,200m/data=!3m1!1e3"
384,Jerusalem,Israel,kept,"unnamed building, 852 m²",,0,852,31.7833,35.2167,31.7833,35.2167,https://www.openstreetmap.org/way/160373398,"https://www.google.com/maps/@31.7833,35.2167,200m/data=!3m1!1e3"
385,Kandy,Sri Lanka,snapped,"unnamed apartments, 2,845 m²",,359,2845,7.2833,80.6667,7.281643,80.669486,https://www.openstreetmap.org/way/221352787,"https://www.google.com/maps/@7.281643,80.669486,200m/data=!3m1!1e3"
386,Karachi,Pakistan,snapped,Dar-us-Salaam (place of worship),yes,114,843,24.8667,67.05,24.866975,67.048909,https://www.openstreetmap.org/way/783741231,"https://www.google.com/maps/@24.866975,67.048909,200m/data=!3m1!1e3"
387,Kathmandu,Nepal,snapped,"unnamed house, 577 m²",,340,577,27.7,85.3333,27.702670,85.334971,https://www.openstreetmap.org/way/341368762,"https://www.google.com/maps/@27.702670,85.334971,200m/data=!3m1!1e3"
388,Kuwait City,Kuwait,handpicked,,,0,,29.3333,47.9833,29.3333,47.9833,,"https://www.google.com/maps/@29.3333,47.9833,200m/data=!3m1!1e3"
389,Lahore,Pakistan,snapped,کھڑک سنگھ کی حویلی (castle),yes,228,1582,31.5870,74.3140,31.588282,74.315880,https://www.openstreetmap.org/way/604910486,"https://www.google.com/maps/@31.588282,74.315880,200m/data=!3m1!1e3"
390,Manama,Bahrain,snapped,سوق باب البحرين (marketplace),yes,134,8142,26.2345,50.5760,26.233298,50.576059,https://www.openstreetmap.org/way/1361385174,"https://www.google.com/maps/@26.233298,50.576059,200m/data=!3m1!1e3"
391,Muscat,Oman,snapped,المتحف الوطني (museum),yes,355,4803,23.6147,58.5945,23.611617,58.593602,https://www.openstreetmap.org/way/269436905,"https://www.google.com/maps/@23.611617,58.593602,200m/data=!3m1!1e3"
392,Nha Trang,Vietnam,snapped,Nhà Thiếu nhi tỉnh Khánh Hòa (no),yes,218,25400,12.2465,109.1880,12.248453,109.188067,https://www.openstreetmap.org/way/1241549485,"https://www.google.com/maps/@12.248453,109.188067,200m/data=!3m1!1e3"
393,Petah Tikva,Israel,snapped,מקור חיים (place of worship),yes,304,500,32.087,34.8781,32.085271,34.880590,https://www.openstreetmap.org/way/208635328,"https://www.google.com/maps/@32.085271,34.880590,200m/data=!3m1!1e3"
394,Phnom Penh,Cambodia,snapped,អាហារូបករណ៍គ្រីស្ទានអន្តរជាតិ (building),,183,722,11.55,104.9167,11.549912,104.918379,https://www.openstreetmap.org/way/520781284,"https://www.google.com/maps/@11.549912,104.918379,200m/data=!3m1!1e3"
395,Quy Nhon,Vietnam,snapped,Trung tâm Hội nghị tỉnh Bình Định (building),,350,5668,13.7760,109.2230,13.773124,109.221701,https://www.openstreetmap.org/way/157532085,"https://www.google.com/maps/@13.773124,109.221701,200m/data=!3m1!1e3"
396,Ramat Gan,Israel,snapped,"unnamed hospital, 636 m²",yes,290,636,32.0667,34.8,32.064477,34.798400,https://www.openstreetmap.org/way/198418152,"https://www.google.com/maps/@32.064477,34.798400,200m/data=!3m1!1e3"
397,Rawalpindi,Pakistan,snapped,PTCL (building),,335,7487,33.5960,73.0510,33.593231,73.049578,https://www.openstreetmap.org/way/230173320,"https://www.google.com/maps/@33.593231,73.049578,200m/data=!3m1!1e3"
398,Sharjah,United Arab Emirates,snapped,"unnamed building, 3,335 m²",,356,3335,25.3333,55.4333,25.334972,55.430283,https://www.openstreetmap.org/way/1094074471,"https://www.google.com/maps/@25.334972,55.430283,200m/data=!3m1!1e3"
399,Tripoli,Lebanon,snapped,برج السبع (castle),yes,246,566,34.45,35.8333,34.449886,35.830624,https://www.openstreetmap.org/way/301669700,"https://www.google.com/maps/@34.449886,35.830624,200m/data=!3m1!1e3"
400,Ulaanbaatar,Mongolia,snapped,Төмөр замын их сургууль (university),yes,113,3407,47.9167,106.8833,47.915852,106.884135,https://www.openstreetmap.org/way/177856640,"https://www.google.com/maps/@47.915852,106.884135,200m/data=!3m1!1e3"
401,Mito,Japan,kept,"unnamed public, 5,349 m²",yes,0,5349,36.3659,140.4712,36.3659,140.4712,https://www.openstreetmap.org/way/664697073,"https://www.google.com/maps/@36.3659,140.4712,200m/data=!3m1!1e3"
402,Utsunomiya,Japan,kept,宇都宮市役所 (townhall),yes,0,5149,36.5551,139.8828,36.5551,139.8828,https://www.openstreetmap.org/way/100466419,"https://www.google.com/maps/@36.5551,139.8828,200m/data=!3m1!1e3"
403,Maebashi,Japan,kept,前橋市役所 (townhall),yes,0,2856,36.3895,139.0634,36.3895,139.0634,https://www.openstreetmap.org/way/309673298,"https://www.google.com/maps/@36.3895,139.0634,200m/data=!3m1!1e3"
404,Takasaki,Japan,kept,高崎市役所 (office),yes,0,7634,36.3219,139.0033,36.3219,139.0033,https://www.openstreetmap.org/way/164029666,"https://www.google.com/maps/@36.3219,139.0033,200m/data=!3m1!1e3"
405,Kawagoe,Japan,kept,川越市役所 (civic),yes,0,1601,35.9251,139.4858,35.9251,139.4858,https://www.openstreetmap.org/way/222406198,"https://www.google.com/maps/@35.9251,139.4858,200m/data=!3m1!1e3"
406,Kawaguchi,Japan,snapped,川口市役所 (civic),yes,126,2815,35.8077,139.7241,35.806720,139.723392,https://www.openstreetmap.org/way/204523885,"https://www.google.com/maps/@35.806720,139.723392,200m/data=!3m1!1e3"
407,Tokorozawa,Japan,kept,所沢市役所 (townhall),yes,0,5585,35.7997,139.4686,35.7997,139.4686,https://www.openstreetmap.org/way/160511465,"https://www.google.com/maps/@35.7997,139.4686,200m/data=!3m1!1e3"
408,Koshigaya,Japan,kept,越谷市役所 (public),yes,0,3241,35.891,139.7909,35.891,139.7909,https://www.openstreetmap.org/way/611047651,"https://www.google.com/maps/@35.891,139.7909,200m/data=!3m1!1e3"
409,Hirakata,Japan,snapped,ステーションヒル枚方 京阪モール (retail),,327,4579,34.8143,135.6507,34.817208,135.650156,https://www.openstreetmap.org/way/1491390176,"https://www.google.com/maps/@34.817208,135.650156,200m/data=!3m1!1e3"
410,Suita,Japan,kept,低層棟 (government),yes,0,1957,34.7595,135.5169,34.7595,135.5169,https://www.openstreetmap.org/way/310746656,"https://www.google.com/maps/@34.7595,135.5169,200m/data=!3m1!1e3"
411,Toyonaka,Japan,snapped,"unnamed government, 2,719 m²",yes,72,2719,34.7813,135.469,34.781298,135.469788,https://www.openstreetmap.org/way/268876172,"https://www.google.com/maps/@34.781298,135.469788,200m/data=!3m1!1e3"
412,Akashi,Japan,kept,"unnamed building, 3,128 m²",,0,3128,34.6431,134.9972,34.6431,134.9972,https://www.openstreetmap.org/way/198009400,"https://www.google.com/maps/@34.6431,134.9972,200m/data=!3m1!1e3"
413,Nishinomiya,Japan,kept,西宮市役所 (government),yes,0,4603,34.7377,135.3416,34.7377,135.3416,https://www.openstreetmap.org/way/158680688,"https://www.google.com/maps/@34.7377,135.3416,200m/data=!3m1!1e3"
414,Amagasaki,Japan,kept,南館 (building),,0,2361,34.7337,135.4064,34.7337,135.4064,https://www.openstreetmap.org/way/438360064,"https://www.google.com/maps/@34.7337,135.4064,200m/data=!3m1!1e3"
415,Matsue,Japan,kept,松江役所 本庁舎 本館 (building),,0,3389,35.4681,133.0484,35.4681,133.0484,https://www.openstreetmap.org/way/319666097,"https://www.google.com/maps/@35.4681,133.0484,200m/data=!3m1!1e3"
416,Tottori,Japan,snapped,"unnamed building, 6,425 m²",,202,6425,35.5011,134.2351,35.501734,134.237191,https://www.openstreetmap.org/way/398114749,"https://www.google.com/maps/@35.501734,134.237191,200m/data=!3m1!1e3"
417,Yamagata,Japan,kept,山形市役所 (townhall),yes,0,5922,38.2554,140.3396,38.2554,140.3396,https://www.openstreetmap.org/way/259225158,"https://www.google.com/maps/@38.2554,140.3396,200m/data=!3m1!1e3"
418,Fukushima,Japan,kept,庁舎棟 (government),yes,0,3902,37.7608,140.4747,37.7608,140.4747,https://www.openstreetmap.org/way/1561080795,"https://www.google.com/maps/@37.7608,140.4747,200m/data=!3m1!1e3"
419,Morioka,Japan,kept,"unnamed building, 2,157 m²",,0,2157,39.7036,141.1527,39.7036,141.1527,https://www.openstreetmap.org/way/427689928,"https://www.google.com/maps/@39.7036,141.1527,200m/data=!3m1!1e3"
420,Aomori,Japan,snapped,青森市役所 本庁舎 (townhall),yes,63,2507,40.8221,140.7474,40.822612,140.747096,https://www.openstreetmap.org/way/226061848,"https://www.google.com/maps/@40.822612,140.747096,200m/data=!3m1!1e3"
421,Hachinohe,Japan,kept,八戸市庁本館 (townhall),yes,0,2621,40.5123,141.4884,40.5123,141.4884,https://www.openstreetmap.org/way/350786263,"https://www.google.com/maps/@40.5123,141.4884,200m/data=!3m1!1e3"
422,Koriyama,Japan,kept,郡山市役所 (townhall),yes,0,5264,37.4005,140.3597,37.4005,140.3597,https://www.openstreetmap.org/way/304607141,"https://www.google.com/maps/@37.4005,140.3597,200m/data=!3m1!1e3"
423,Iwaki,Japan,kept,いわき市役所 (building),,0,3512,37.0505,140.8877,37.0505,140.8877,https://www.openstreetmap.org/way/129282908,"https://www.google.com/maps/@37.0505,140.8877,200m/data=!3m1!1e3"
424,Tsukuba,Japan,kept,つくば市役所 (civic),yes,0,5993,36.0835,140.0764,36.0835,140.0764,https://www.openstreetmap.org/way/171243906,"https://www.google.com/maps/@36.0835,140.0764,200m/data=!3m1!1e3"
425,Nagaoka,Japan,kept,アオーレ長岡 (townhall),yes,0,11692,37.4463,138.8513,37.4463,138.8513,https://www.openstreetmap.org/way/362496449,"https://www.google.com/maps/@37.4463,138.8513,200m/data=!3m1!1e3"
426,Abidjan,Côte d'Ivoire,snapped,"unnamed building, 1,752 m²",,339,1752,5.3167,-4.0333,5.317842,-4.036138,https://www.openstreetmap.org/way/818644909,"https://www.google.com/maps/@5.317842,-4.036138,200m/data=!3m1!1e3"
427,Accra,Ghana,snapped,"unnamed building, 2,173 m²",,80,2173,5.6037,-0.187,5.603221,-0.186457,https://www.openstreetmap.org/way/1162633597,"https://www.google.com/maps/@5.603221,-0.186457,200m/data=!3m1!1e3"
428,Agadir,Morocco,snapped,Résidence Petit Palace (residential),,224,1079,30.4278,-9.5981,30.426369,-9.599743,https://www.openstreetmap.org/way/575992201,"https://www.google.com/maps/@30.426369,-9.599743,200m/data=!3m1!1e3"
429,Algiers,Algeria,snapped,"unnamed library, 2,545 m²",yes,397,2545,36.7833,3.05,36.781148,3.046456,https://www.openstreetmap.org/way/263645886,"https://www.google.com/maps/@36.781148,3.046456,200m/data=!3m1!1e3"
430,Annaba,Algeria,snapped,Palais de la Culture Mohamed Boudiaf (public),yes,228,5127,36.9010,7.7560,36.902762,7.757296,https://www.openstreetmap.org/way/165582436,"https://www.google.com/maps/@36.902762,7.757296,200m/data=!3m1!1e3"
431,Arusha,Tanzania,snapped,"unnamed building, 1,051 m²",,246,1051,-3.3833,36.6667,-3.385491,36.666984,https://www.openstreetmap.org/way/623931661,"https://www.google.com/maps/@-3.385491,36.666984,200m/data=!3m1!1e3"
432,Blida,Algeria,snapped,"unnamed building, 6,934 m²",,311,6934,36.5,2.8333,36.497249,2.833894,https://www.openstreetmap.org/way/1174137923,"https://www.google.com/maps/@36.497249,2.833894,200m/data=!3m1!1e3"
433,Bouaké,Côte d'Ivoire,snapped,"unnamed building, 1,869 m²",,300,1869,7.7,-5.0,7.697470,-4.999075,https://www.openstreetmap.org/way/1385620857,"https://www.google.com/maps/@7.697470,-4.999075,200m/data=!3m1!1e3"
434,Bulawayo,Zimbabwe,snapped,"unnamed building, 405 m²",,389,405,-20.1667,28.7167,-20.168031,28.713256,https://www.openstreetmap.org/way/488162856,"https://www.google.com/maps/@-20.168031,28.713256,200m/data=!3m1!1e3"
435,Casablanca,Morocco,snapped,Gare Routière Ouled Ziane ⴰⵙⵡⵓⵏⴼⵓ محطة أولاد زيان الحافلات (bus station),,288,8107,33.5731,-7.5898,33.575442,-7.588488,https://www.openstreetmap.org/way/419545012,"https://www.google.com/maps/@33.575442,-7.588488,200m/data=!3m1!1e3"
436,Chingola,Zambia,snapped,"unnamed building, 1,356 m²",,66,1356,-12.5167,27.8833,-12.517123,27.883725,https://www.openstreetmap.org/way/654905035,"https://www.google.com/maps/@-12.517123,27.883725,200m/data=!3m1!1e3"
437,Constantine,Algeria,snapped,Palais de la culture Mohamed Laïd El-Khalifa (civic),yes,282,2920,36.3655,6.6105,36.363854,6.608116,https://www.openstreetmap.org/way/228968529,"https://www.google.com/maps/@36.363854,6.608116,200m/data=!3m1!1e3"
438,Dakar,Senegal,snapped,"unnamed mosque, 1,639 m²",yes,189,1639,14.6667,-17.4333,14.667488,-17.434858,https://www.openstreetmap.org/way/248482182,"https://www.google.com/maps/@14.667488,-17.434858,200m/data=!3m1!1e3"
439,Daloa,Côte d'Ivoire,snapped,Institut National d'hygiène publique (hospital),yes,348,2749,6.8770,-6.4510,6.874339,-6.452661,https://www.openstreetmap.org/way/787115258,"https://www.google.com/maps/@6.874339,-6.452661,200m/data=!3m1!1e3"
440,Dar es Salaam,Tanzania,snapped,The Aga Khan University (university),yes,382,1129,-6.8,39.2833,-6.799688,39.279857,https://www.openstreetmap.org/way/667397461,"https://www.google.com/maps/@-6.799688,39.279857,200m/data=!3m1!1e3"
441,Dodoma,Tanzania,snapped,"unnamed building, 372 m²",,272,372,-6.1667,35.6667,-6.167895,35.664558,https://www.openstreetmap.org/way/841997915,"https://www.google.com/maps/@-6.167895,35.664558,200m/data=!3m1!1e3"
442,Entebbe,Uganda,snapped,"unnamed building, 483 m²",,394,483,0.0667,32.45,0.070018,32.451229,https://www.openstreetmap.org/way/825732449,"https://www.google.com/maps/@0.070018,32.451229,200m/data=!3m1!1e3"
443,Fez,Morocco,snapped,Tribunal de Première Instance (courthouse),yes,230,4093,34.0331,-5.0003,34.032173,-4.998068,https://www.openstreetmap.org/way/186942881,"https://www.google.com/maps/@34.032173,-4.998068,200m/data=!3m1!1e3"
444,Francistown,Botswana,snapped,"unnamed building, 3,738 m²",,388,3738,-21.1167,27.5333,-21.115322,27.536728,https://www.openstreetmap.org/way/90940573,"https://www.google.com/maps/@-21.115322,27.536728,200m/data=!3m1!1e3"
445,Gaborone,Botswana,snapped,Bank of Botswana (bank),,72,2969,-24.6555,25.9105,-24.655954,25.911013,https://www.openstreetmap.org/way/93257784,"https://www.google.com/maps/@-24.655954,25.911013,200m/data=!3m1!1e3"
446,Gweru,Zimbabwe,snapped,"unnamed building, 1,970 m²",,50,1970,-19.45,29.8167,-19.450271,29.816317,https://www.openstreetmap.org/way/494086865,"https://www.google.com/maps/@-19.450271,29.816317,200m/data=!3m1!1e3"
447,Harare,Zimbabwe,snapped,"National Railways Of Zimbabwe, Harare Train Station (train station)",yes,256,1800,-17.8333,31.05,-17.834957,31.051675,https://www.openstreetmap.org/way/245290279,"https://www.google.com/maps/@-17.834957,31.051675,200m/data=!3m1!1e3"
448,Jinja,Uganda,snapped,"unnamed building, 7,413 m²",,359,7413,0.45,33.2333,0.451966,33.235853,https://www.openstreetmap.org/way/881061824,"https://www.google.com/maps/@0.451966,33.235853,200m/data=!3m1!1e3"
449,Kampala,Uganda,snapped,Kampala Hospital (hospital),yes,170,2399,0.3333,32.5833,0.332685,32.584694,https://www.openstreetmap.org/way/148065485,"https://www.google.com/maps/@0.332685,32.584694,200m/data=!3m1!1e3"
450,Kaolack,Senegal,snapped,"unnamed building, 605 m²",,346,605,14.1475,-16.0755,14.149328,-16.078097,https://www.openstreetmap.org/way/1177900008,"https://www.google.com/maps/@14.149328,-16.078097,200m/data=!3m1!1e3"
451,Keetmanshoop,Namibia,snapped,"unnamed building, 1,052 m²",,31,1052,-26.6,18.1333,-26.600080,18.133599,https://www.openstreetmap.org/way/421511457,"https://www.google.com/maps/@-26.600080,18.133599,200m/data=!3m1!1e3"
452,Kénitra,Morocco,snapped,Hôtel de Ville de Kénitra (townhall),yes,264,2067,34.261,-6.5802,34.262399,-6.582511,https://www.openstreetmap.org/way/331932604,"https://www.google.com/maps/@34.262399,-6.582511,200m/data=!3m1!1e3"
453,Kisumu,Kenya,snapped,Sikh Union Club (community centre),yes,309,1735,-0.1025,34.7610,-0.099728,34.760995,https://www.openstreetmap.org/way/319947729,"https://www.google.com/maps/@-0.099728,34.760995,200m/data=!3m1!1e3"
454,Kitwe,Zambia,snapped,ECL Mall (building),,170,30048,-12.8100,28.2130,-12.808702,28.212170,https://www.openstreetmap.org/way/1014166023,"https://www.google.com/maps/@-12.808702,28.212170,200m/data=!3m1!1e3"
455,Kumasi,Ghana,snapped,"unnamed building, 4,455 m²",,278,4455,6.6885,-1.6244,6.688833,-1.621906,https://www.openstreetmap.org/way/503339103,"https://www.google.com/maps/@6.688833,-1.621906,200m/data=!3m1!1e3"
456,Lusaka,Zambia,snapped,East Park Mall (retail),,387,50736,-15.3875,28.3228,-15.390899,28.322033,https://www.openstreetmap.org/way/614461977,"https://www.google.com/maps/@-15.390899,28.322033,200m/data=!3m1!1e3"
457,Marrakesh,Morocco,snapped,Bab Doukkala (city gate),yes,88,373,31.6342,-7.9999,31.633988,-7.999008,https://www.openstreetmap.org/way/126153361,"https://www.google.com/maps/@31.633988,-7.999008,200m/data=!3m1!1e3"
458,Mbale,Uganda,kept,"unnamed building, 396 m²",,0,396,1.0667,34.2,1.0667,34.2,https://www.openstreetmap.org/way/391146253,"https://www.google.com/maps/@1.0667,34.2,200m/data=!3m1!1e3"
459,Meknes,Morocco,snapped,Tribunal de deuxième instance محكمة الإستئناف (courthouse),yes,381,3777,33.8935,-5.5473,33.896445,-5.549403,https://www.openstreetmap.org/way/307429699,"https://www.google.com/maps/@33.896445,-5.549403,200m/data=!3m1!1e3"
460,Mombasa,Kenya,snapped,Jesus Celebration Centre - Buxton (place of worship),yes,187,2494,-4.0435,39.6682,-4.042668,39.666736,https://www.openstreetmap.org/way/634787401,"https://www.google.com/maps/@-4.042668,39.666736,200m/data=!3m1!1e3"
461,Mwanza,Tanzania,snapped,"unnamed building, 452 m²",,53,452,-2.5167,32.9333,-2.516328,32.933001,https://www.openstreetmap.org/way/874055576,"https://www.google.com/maps/@-2.516328,32.933001,200m/data=!3m1!1e3"
462,Nairobi,Kenya,snapped,Holy Family Basilica (church),yes,398,2148,-1.2864,36.8172,-1.287210,36.820685,https://www.openstreetmap.org/way/101814681,"https://www.google.com/maps/@-1.287210,36.820685,200m/data=!3m1!1e3"
463,Nakuru,Kenya,snapped,"unnamed building, 947 m²",,357,947,-0.2667,36.0667,-0.269908,36.066605,https://www.openstreetmap.org/way/376290282,"https://www.google.com/maps/@-0.269908,36.066605,200m/data=!3m1!1e3"
464,Ndola,Zambia,snapped,"unnamed building, 1,783 m²",,226,1783,-13.0,28.65,-13.001962,28.650546,https://www.openstreetmap.org/way/580219459,"https://www.google.com/maps/@-13.001962,28.650546,200m/data=!3m1!1e3"
465,Oran,Algeria,snapped,Direction régional CNAS Ouest (public),yes,337,4927,35.6973,-0.6336,35.695619,-0.630497,https://www.openstreetmap.org/way/335444279,"https://www.google.com/maps/@35.695619,-0.630497,200m/data=!3m1!1e3"
466,Oujda,Morocco,snapped,Souk Sidi Abdelwahab (commercial),yes,106,10095,34.6814,-1.9086,34.681074,-1.909692,https://www.openstreetmap.org/way/293305514,"https://www.google.com/maps/@34.681074,-1.909692,200m/data=!3m1!1e3"
467,Port Louis,Mauritius,snapped,"unnamed hospital, 7,809 m²",yes,335,7809,-20.1667,57.5,-20.169226,57.501739,https://www.openstreetmap.org/way/744301089,"https://www.google.com/maps/@-20.169226,57.501739,200m/data=!3m1!1e3"
468,Rabat,Morocco,snapped,Marché central (marketplace),yes,314,3608,34.0209,-6.8416,34.022445,-6.838759,https://www.openstreetmap.org/way/687030169,"https://www.google.com/maps/@34.022445,-6.838759,200m/data=!3m1!1e3"
469,Safi,Morocco,snapped,دائرة الأملاك المخزنية آسفي (public),yes,376,1105,32.2994,-9.2372,32.296232,-9.235805,https://www.openstreetmap.org/way/122266681,"https://www.google.com/maps/@32.296232,-9.235805,200m/data=!3m1!1e3"
470,Saint-Louis,Senegal,snapped,Grande Mosquée des HLM (mosque),yes,350,1025,16.0167,-16.5,16.014771,-16.497412,https://www.openstreetmap.org/way/181382456,"https://www.google.com/maps/@16.014771,-16.497412,200m/data=!3m1!1e3"
471,Zanzibar City,Tanzania,snapped,House of Wonders (public),yes,252,2720,-6.1630,39.1905,-6.160911,39.189622,https://www.openstreetmap.org/way/122950850,"https://www.google.com/maps/@-6.160911,39.189622,200m/data=!3m1!1e3"
472,Sétif,Algeria,kept,Boun.ilot 20-1 (building),,0,2337,36.1833,5.4,36.1833,5.4,https://www.openstreetmap.org/way/667050358,"https://www.google.com/maps/@36.1833,5.4,200m/data=!3m1!1e3"
473,Sidi Bel Abbès,Algeria,snapped,"unnamed public, 3,357 m²",yes,304,3357,35.1935,-0.6390,35.192675,-0.635813,https://www.openstreetmap.org/way/227145623,"https://www.google.com/maps/@35.192675,-0.635813,200m/data=!3m1!1e3"
474,Tamale,Ghana,snapped,"unnamed building, 875 m²",,70,875,9.4333,-0.8167,9.433418,-0.817323,https://www.openstreetmap.org/way/1392710306,"https://www.google.com/maps/@9.433418,-0.817323,200m/data=!3m1!1e3"
475,Tangier,Morocco,snapped,مسجد السوريين Mosquée Souriyine (place of worship),yes,260,1040,35.7673,-5.7998,35.769498,-5.800764,https://www.openstreetmap.org/way/451623561,"https://www.google.com/maps/@35.769498,-5.800764,200m/data=!3m1!1e3"
476,Tetouan,Morocco,snapped,"unnamed building, 1,036 m²",,310,1036,35.5889,-5.3626,35.588780,-5.359174,https://www.openstreetmap.org/way/1223979500,"https://www.google.com/maps/@35.588780,-5.359174,200m/data=!3m1!1e3"
477,Thies,Senegal,snapped,"unnamed public, 709 m²",yes,232,709,14.7910,-16.9260,14.792442,-16.927561,https://www.openstreetmap.org/way/197723183,"https://www.google.com/maps/@14.792442,-16.927561,200m/data=!3m1!1e3"
478,Tlemcen,Algeria,snapped,Actel Imama Algérie Télécom (building),,137,4542,34.8833,-1.35,34.882643,-1.348728,https://www.openstreetmap.org/way/410325337,"https://www.google.com/maps/@34.882643,-1.348728,200m/data=!3m1!1e3"
479,Windhoek,Namibia,snapped,KFBMI Church (church),yes,342,571,-22.5609,17.0658,-22.558875,17.068302,https://www.openstreetmap.org/way/905799784,"https://www.google.com/maps/@-22.558875,17.068302,200m/data=!3m1!1e3"
480,Ziguinchor,Senegal,snapped,Cathédrale Saint-Antoine-de-Padoue (place of worship),yes,158,985,12.5820,-16.2730,12.583217,-16.272250,https://www.openstreetmap.org/way/202565631,"https://www.google.com/maps/@12.583217,-16.272250,200m/data=!3m1!1e3"
481,Levin,New Zealand,kept,Post Shop (post office),,0,540,-40.6223,175.2867,-40.6223,175.2867,https://www.openstreetmap.org/way/545253243,"https://www.google.com/maps/@-40.6223,175.2867,200m/data=!3m1!1e3"
482,Paraparaumu,New Zealand,snapped,"unnamed building, 1,411 m²",,229,1411,-40.9167,175.0167,-40.916152,175.014070,https://www.openstreetmap.org/way/392575175,"https://www.google.com/maps/@-40.916152,175.014070,200m/data=!3m1!1e3"
483,Oamaru,New Zealand,snapped,Woolworths (building),,47,3302,-45.0976,170.9704,-45.097183,170.970498,https://www.openstreetmap.org/way/154609241,"https://www.google.com/maps/@-45.097183,170.970498,200m/data=!3m1!1e3"
484,Gore,New Zealand,snapped,"unnamed civic, 2,109 m²",yes,167,2109,-46.1028,168.9436,-46.102581,168.941465,https://www.openstreetmap.org/way/383202661,"https://www.google.com/maps/@-46.102581,168.941465,200m/data=!3m1!1e3"
485,Feilding,New Zealand,snapped,Manawatu District Council (townhall),yes,390,2235,-40.2258,175.5656,-40.223195,175.562538,https://www.openstreetmap.org/way/180766739,"https://www.google.com/maps/@-40.223195,175.562538,200m/data=!3m1!1e3"
486,Tokoroa,New Zealand,snapped,Saint Francis Anglican (place of worship),yes,182,572,-38.2248,175.8708,-38.223177,175.871035,https://www.openstreetmap.org/way/297522296,"https://www.google.com/maps/@-38.223177,175.871035,200m/data=!3m1!1e3"
487,Cambridge,New Zealand,snapped,Town Hall (community centre),yes,92,1123,-37.8918,175.4691,-37.892033,175.468093,https://www.openstreetmap.org/way/562991235,"https://www.google.com/maps/@-37.892033,175.468093,200m/data=!3m1!1e3"
488,Te Awamutu,New Zealand,kept,"unnamed building, 617 m²",,0,617,-38.0095,175.3252,-38.0095,175.3252,https://www.openstreetmap.org/way/344701745,"https://www.google.com/maps/@-38.0095,175.3252,200m/data=!3m1!1e3"
